RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
-1,-1,93.8,59.7,66.5,60.1,-1,-1,105.7,-1,-1,-1,-1,-1,72,131.5
-1,-1,82.4,49.1,54.4,51,-1,-1,81.2,-1,-1,-1,-1,-1,72.8,156.2
-1,-1,77.3,51.6,55.5,50.5,-1,-1,99.2,-1,-1,-1,-1,-1,96,171.4
-1,-1,82.6,88.7,87,69.9,-1,-1,131.7,-1,-1,-1,-1,-1,126.1,162.4
-1,-1,151.4,92.4,92.2,85.2,-1,-1,219.7,-1,-1,-1,-1,-1,127.1,211.2
-1,-1,144.8,164.3,167.6,169.9,-1,-1,194,-1,-1,-1,-1,-1,139.4,248.5
-1,-1,101.8,77.6,77.9,70.2,-1,-1,138.3,-1,-1,-1,-1,-1,111.5,217.8
-1,-1,113.4,76.5,77.9,71.9,-1,-1,128.8,-1,-1,-1,-1,-1,123.3,284.2
-1,-1,113,107.3,107.7,110.7,-1,-1,195.8,-1,-1,-1,-1,-1,119.2,327.3
-1,-1,115.3,106.4,109.9,115,-1,-1,-1,-1,-1,-1,-1,-1,95.6,336.8
-1,-1,-1,108.8,109.1,109.5,-1,138.9,-1,-1,-1,-1,-1,-1,173.3,266.8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,178.9,-1,-1,135.6,140.4,-1,-1,-1,-1,-1,-1,-1,-1,117.6,396.8
-1,-1,-1,-1,-1,138.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,702.8
-1,141.9,158,-1,125.6,124.8,-1,-1,-1,-1,-1,-1,-1,-1,241.8,801.4
-1,140.4,164.9,-1,165.8,166.5,-1,-1,483.1,331.7,-1,-1,-1,-1,304.5,564.4
-1,170.3,170,-1,144.8,159.5,-1,-1,356.6,-1,-1,-1,-1,-1,273.2,466.8
-1,182,187.3,-1,202.6,188.5,-1,-1,493.1,-1,-1,-1,-1,-1,295.6,517
-1,214.3,203,-1,182.1,218.1,-1,-1,687.1,-1,-1,-1,-1,-1,381.1,826.2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,301,343,-1,-1,313,-1,-1,-1,884,-1,-1,-1,-1,352,1223
-1,-1,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,649
-1,341,363,-1,-1,339,-1,-1,-1,988,-1,-1,-1,-1,650,1828
-1,350,384,-1,-1,383,-1,-1,-1,1244,-1,-1,-1,-1,650,2090
-1,389,521,357,300,457,422,425,1054,1428,1218,1450,1250,-1,674,2578
-1,-1,687,-1,-1,-1,-1,-1,-1,1444,-1,-1,-1,-1,-1,-1
-1,536,645,-1,-1,611,-1,-1,-1,-1,-1,-1,-1,-1,714,2834
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,781,4250
-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,855,4601
-1,-1,-1,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,784,920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,962,1136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1806,1348,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1
-1,1953,1173,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,2740
-1,-1,1173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1465,1293,-1,-1,-1,-1,-1,-1,-1,-1,-1,2732,-1,2737,-1
-1,2415,1459,-1,-1,-1,-1,-1,-1,-1,-1,-1,3847,-1,2506,-1
-1,-1,1412,-1,-1,-1,-1,1315,4100,-1,-1,-1,-1,-1,2917,-1
-1,-1,-1,-1,-1,-1,-1,1350,4000,-1,-1,-1,-1,-1,3007,-1
-1,-1,1610,-1,-1,-1,-1,1540,4000,-1,-1,-1,-1,-1,-1,-1
-1,-1,117.9,77.9,87.5,67,-1,84.4,-1,-1,-1,-1,167.3,-1,86.3,123.5
-1,-1,77.6,81,85.2,92.9,-1,54.9,-1,-1,-1,-1,129.5,-1,174.2,130.9
-1,-1,77.5,49.1,53.3,56.4,-1,51.4,-1,-1,-1,-1,133.9,-1,108.4,120.2
-1,-1,90.8,55.7,59.8,57.5,-1,64.5,-1,-1,-1,-1,148,-1,70.6,124.9
-1,-1,71,53.3,54.3,52.1,-1,57.5,-1,-1,-1,-1,165.8,-1,68.3,144
-1,-1,-1,52.1,55.7,47.9,-1,-1,-1,-1,-1,-1,160.3,-1,98.8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162.9
-1,-1,-1,72.3,80,75.8,-1,-1,-1,-1,-1,-1,300,-1,120,201.7
-1,-1,-1,130.6,162.3,159.2,-1,-1,-1,-1,-1,-1,-1,-1,118.2,252.6
-1,-1,101.1,-1,-1,70.9,-1,58.4,136.4,-1,-1,-1,179,-1,-1,187.7
-1,-1,110.3,-1,-1,-1,-1,92,137.2,-1,-1,-1,337.7,-1,-1,281.8
-1,-1,113.1,97.4,109.9,109.1,-1,88.3,186.2,-1,-1,-1,297.3,-1,-1,329.8
-1,-1,114.6,110.8,109.7,112.5,-1,81,198.9,-1,-1,-1,251.4,-1,99,322.2
-1,-1,117.9,99.7,114.9,105.3,-1,138.9,200.9,-1,-1,-1,377.4,-1,155.3,271.9
-1,-1,-1,100.5,132.4,118.2,-1,-1,-1,-1,-1,-1,-1,-1,224.7,370
-1,-1,-1,107.3,128.7,131.9,-1,-1,-1,-1,-1,-1,-1,-1,199.7,496.6
-1,-1,171.5,-1,-1,149.8,-1,144.5,228.3,-1,-1,-1,-1,-1,-1,490.9
-1,-1,147.7,221.4,157.5,159.3,-1,121.4,302.2,-1,-1,-1,-1,-1,-1,-1
-1,132.8,158,156.7,112.9,124.4,-1,144.5,389.8,331.2,-1,-1,-1,-1,214.2,-1
-1,136,163.3,170.5,147.3,162.4,-1,130.5,344.1,304,-1,-1,-1,-1,319.1,603.5
-1,-1,163.9,156.1,160,161.9,-1,129,331.7,-1,-1,-1,-1,-1,266.6,495.6
-1,-1,183.9,184.4,198,199.9,-1,187,475.4,561.2,-1,-1,-1,-1,280.5,672.3
-1,-1,196.7,170.8,155.4,193.8,-1,173.1,565.4,471.8,-1,-1,-1,-1,283.7,1156
-1,-1,214.6,-1,149.2,197.9,-1,182.9,596.3,-1,-1,-1,-1,-1,-1,757.8
-1,-1,237,200,184,203,-1,234,677,-1,-1,-1,-1,-1,397,633
-1,-1,-1,-1,-1,308,-1,-1,-1,778,-1,-1,-1,-1,-1,-1
-1,256,-1,223,213,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,1041
-1,308,356,251,243,274,-1,369,1034,944,-1,-1,-1,-1,665,667
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,-1
-1,325,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,640,-1,534,570,-1,-1,-1,1563,-1,-1,1794,-1,1259,3381
-1,-1,754,-1,-1,-1,-1,-1,-1,-1,-1,-1,1486,-1,1175,3800
-1,-1,928,-1,-1,-1,-1,685,-1,2303,-1,-1,1784,-1,-1,-1
-1,1875,1038,-1,734,1073,-1,953,-1,2638,-1,-1,2238,-1,1663,3800
-1,-1,-1,-1,-1,-1,-1,959,-1,2219,-1,-1,2250,-1,-1,-1
-1,1744,1100,-1,929,969,-1,1050,-1,5338,-1,-1,2319,-1,-1,2752
-1,-1,1158,-1,-1,-1,-1,1046,-1,5000,-1,-1,2369,-1,-1,-1
-1,1706,1250,-1,975,1000,-1,1147,-1,4407,-1,-1,3425,-1,2600,-1
-1,1994,1359,-1,1206,1238,-1,1238,-1,4400,-1,-1,3763,-1,3331,-1
-1,-1,1315,-1,1175,-1,-1,1214,4700,5202,-1,-1,4990,-1,2679,-1
-1,-1,-1,-1,1188,-1,-1,1214,4200,5408,-1,-1,4942,-1,2893,-1
-1,-1,1590,-1,-1,-1,-1,1530,4200,-1,-1,-1,4942,-1,-1,-1
-1,-1,109.3,-1,75.2,63.1,-1,81.7,109.3,110.1,-1,-1,167.2,-1,85,144.3
-1,-1,77.2,-1,92.6,92.8,-1,52.2,77.8,76.2,-1,-1,127,-1,166.1,160.7
-1,-1,78.3,-1,60.8,59.9,-1,48.3,75.4,74.6,-1,-1,129.5,-1,103.9,133.9
-1,-1,89.9,-1,68.5,59.5,-1,57.8,105.7,93.3,-1,-1,142.3,-1,-1,141.4
-1,-1,74.9,-1,58.2,49.1,-1,47,72.6,79.5,-1,-1,161.9,-1,87.5,171.7
-1,-1,78.5,-1,58.9,51.6,-1,56.2,90.4,92.9,-1,-1,159.1,-1,105,172.6
-1,-1,83.3,75,-1,69.8,-1,76,116.5,134.2,-1,-1,167.1,-1,122,178.2
-1,-1,142.2,-1,75.7,71.6,-1,108.8,-1,-1,-1,-1,290.7,-1,130.4,233.8
-1,-1,-1,-1,-1,163.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,299.7
-1,-1,99.7,-1,84.8,67.2,-1,56.5,116.2,-1,-1,-1,169.4,-1,115.8,193
-1,-1,109,-1,89.4,71.4,-1,81.3,129.5,-1,-1,-1,304.9,-1,151.3,330.6
-1,-1,109.8,-1,127.3,103.3,-1,78.4,149.4,-1,-1,-1,288.2,-1,130.9,324.9
-1,-1,108,-1,96.9,103.5,-1,76.2,166.4,-1,-1,-1,298.6,-1,107.9,290.7
-1,-1,119.5,-1,119.1,110.9,-1,103.9,224,-1,-1,-1,383.7,-1,143.7,260.4
-1,-1,129,-1,129.2,106.3,-1,112.8,312.8,-1,-1,-1,412.5,-1,220,345.4
-1,-1,147.3,-1,132.4,128.4,-1,105.3,252.3,292.8,-1,-1,337.9,-1,207.7,457.1
-1,-1,156.3,-1,-1,-1,-1,118,234.4,343.8,-1,-1,444,-1,200,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497.5
-1,110,155.4,-1,105.1,106.8,-1,142.6,403.5,328.4,-1,-1,411.7,-1,244.6,640.7
-1,-1,163.9,-1,144.4,153.8,-1,132.6,341.4,336.6,-1,-1,419.9,-1,317.4,410.8
-1,-1,163.6,-1,148.3,157.7,-1,127.5,356.5,408.4,-1,-1,573.5,-1,281,409.1
-1,-1,186.5,-1,198.7,190.6,-1,198.3,483.1,644.4,-1,-1,688.1,-1,301.4,671.7
-1,-1,191.6,-1,145.6,195.1,-1,165.6,513.7,507.5,-1,-1,527.5,-1,288.3,743.7
-1,-1,211.3,-1,158.6,182.4,-1,188.8,658.1,706.3,-1,-1,812.6,-1,407.5,660.9
-1,-1,249,-1,-1,-1,-1,237,630,892,-1,-1,713,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,361,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,850
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,423,-1,-1,374,487,-1,-1,-1,-1,-1,-1,-1,-1,817,1661
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,2491
-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,2697
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,679,-1,434,573,-1,-1,-1,-1,-1,-1,1402,-1,-1,1922
-1,-1,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,1399,-1,-1,1530
-1,953,706,-1,549,589,-1,908,-1,-1,-1,-1,-1,-1,-1,1784
-1,1960,-1,-1,553,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,1530
-1,848,986,-1,603,696,-1,791,-1,2634,-1,-1,1895,-1,-1,2956
-1,845,1046,-1,837,-1,-1,858,-1,-1,-1,-1,2192,-1,-1,2988
-1,2063,1097,-1,737,957,-1,1050,-1,-1,-1,-1,2219,-1,-1,3719
-1,1725,1145,-1,843,913,-1,1201,-1,-1,-1,-1,3246,-1,-1,4236
-1,2138,1100,-1,1016,790,-1,1034,-1,1577,-1,-1,2277,-1,-1,1578
-1,-1,1317,-1,1036,1201,-1,1355,4590,-1,-1,-1,4252,-1,-1,4457
-1,-1,-1,-1,1099,1200,-1,1389,4247,-1,-1,-1,4959,-1,-1,4567
-1,-1,1538,-1,-1,-1,-1,1545,-1,-1,-1,-1,4958,-1,-1,-1
-1,-1,116.6,67.9,75.8,-1,-1,81.9,113.1,-1,-1,-1,168.8,-1,80.1,140.7
-1,-1,75.3,84,92,-1,-1,53.7,78.5,-1,-1,-1,128.9,-1,161.9,152.6
-1,-1,78.6,64.9,65.1,-1,-1,49.7,77.4,-1,-1,-1,134.3,-1,98.8,131.4
-1,-1,87.5,69.3,71.1,-1,-1,54.1,94.6,-1,-1,-1,156.4,-1,-1,136.5
-1,-1,-1,56.2,57.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,169.7
-1,-1,75.2,54.4,57.7,-1,-1,55.2,90.9,-1,-1,-1,166.7,-1,-1,174.6
-1,-1,78.5,76.3,79.6,-1,-1,84.9,120.7,-1,-1,-1,183.1,-1,-1,157.4
-1,-1,116.5,86.8,80.7,-1,-1,115.1,-1,-1,-1,-1,309.3,-1,97.4,203.6
-1,-1,141.5,152.8,172.4,-1,-1,103.7,191.9,170.1,-1,-1,226.1,-1,124.7,256.4
-1,-1,102.1,78.9,83,-1,-1,57,124.2,117.6,-1,-1,189.1,-1,99.7,179.4
-1,-1,111.4,81.9,90.9,-1,-1,78,132,-1,-1,-1,320.4,-1,108.4,318
-1,-1,110.8,119.5,124.3,-1,-1,91.6,162.2,-1,-1,-1,301.9,-1,114.3,312.3
-1,-1,112.3,98.2,90.8,-1,-1,81.9,171.3,-1,-1,-1,277.9,-1,82.7,301.8
-1,-1,121.6,117.6,121.5,-1,-1,108.8,220.3,-1,-1,-1,383.5,-1,158.7,248.1
-1,-1,133.2,118.1,118.9,-1,-1,119.2,321.3,-1,-1,-1,410.5,-1,218.3,320.5
-1,-1,154.4,128.3,134.1,133,-1,111.2,252,308.5,-1,553.2,332.4,-1,211.4,439.2
-1,-1,160.2,135.2,134.3,141.5,-1,126.9,227.5,346.5,-1,595.5,402.3,-1,208.9,449.8
-1,-1,142.6,121.3,115,138.1,-1,125,294.5,338.4,-1,724,486.8,-1,202.9,473.7
-1,-1,156.5,132.1,109.2,131.8,-1,153.9,399.9,333.8,-1,616.6,410.4,-1,236.1,626.2
-1,-1,167.3,159.2,148.4,152.2,-1,136,390.8,308.3,-1,648.8,430.9,-1,319.5,493.6
-1,-1,168.1,159.4,152.2,156,-1,128.4,316.3,432.3,-1,772.6,603.9,-1,252.9,436.2
-1,-1,194.3,200.3,200.9,183.1,-1,196.4,468.8,629.3,-1,1041.3,677.7,-1,333.3,610.8
-1,-1,209.2,162.7,142.5,201.4,-1,196,545.3,521.3,-1,773.4,529,-1,301.6,690.2
-1,-1,211.3,184.7,166.7,85,-1,203.2,639,693,-1,1263.4,845.2,-1,465.6,702.1
-1,-1,275,187,171,195,-1,280,646,-1,-1,894,891,-1,447,743
-1,264,331,360,337,287,-1,264,636,887,-1,866,1366,-1,395,1045
-1,306,317,217,204,296,-1,244,724,826,-1,1119,862,-1,394,1022
-1,-1,385,248,244,275,-1,340,938,1017,-1,1205,978,-1,467,808
-1,-1,-1,329,324,347,-1,-1,-1,-1,-1,1456,1188,-1,661,1113
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,747,-1
-1,-1,590,-1,-1,-1,-1,523,1171,1311,-1,-1,1106,-1,-1,-1
-1,434,497,378,311,414,-1,439,1135,1170,-1,1446,1323,-1,80,1210
-1,438,546,432,368,460,-1,463,1041,1881,-1,2191,1366,-1,885,1622
-1,487,589,506,492,631,-1,537,1302,1427,-1,1931,1086,-1,1124,1690
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,1159,-1,968,2433
-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,990,-1,1059,2633
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1317,-1,-1,570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1263,1069,-1,624,-1,-1,900,-1,-1,-1,-1,2241,-1,-1,2987
-1,-1,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1088,-1,-1,-1,-1,2113,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1359,1373,-1,970,-1,-1,1141,-1,-1,-1,-1,3153,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1155,4800,-1,-1,-1,4652,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4200,-1,-1,-1,4712,-1,-1,-1
-1,-1,1499,-1,-1,-1,-1,1432,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1520,4200,-1,-1,-1,4712,-1,-1,-1
-1,-1,-1,72.9,79.9,-1,-1,102.3,120.1,111.2,-1,194.6,162.8,-1,99,128.9
-1,-1,-1,84.7,95.1,-1,-1,51.8,71,76.5,-1,193.3,127.9,-1,171.3,136.9
-1,-1,-1,56.3,62.5,-1,-1,52.2,79.8,80.3,-1,170,140,-1,111.7,122.7
-1,-1,-1,64.3,69.4,-1,-1,60.6,91.2,87.9,-1,198.5,146.5,-1,-1,130.1
-1,-1,-1,57,60.9,-1,-1,49.1,71.1,81.4,-1,236.8,156.8,-1,171.3,169.4
-1,-1,-1,56.4,57.8,-1,-1,60.8,92.2,96.1,-1,217.5,174,-1,-1,179.4
-1,-1,-1,78.8,80.7,-1,-1,79.1,102.4,136,-1,219.8,182.5,-1,-1,162.2
-1,-1,136.5,80.3,78.8,-1,-1,113.4,196.6,161.7,-1,325.3,312.6,-1,-1,217
-1,-1,149.8,154,162,-1,-1,114,180.5,161.5,-1,375.5,223.2,-1,-1,251
-1,-1,102.5,-1,-1,-1,-1,59.3,110.9,-1,-1,-1,179.5,-1,-1,192.6
-1,-1,-1,87.6,89.2,-1,-1,-1,-1,-1,-1,408.2,-1,-1,-1,253.2
-1,-1,120.1,113.8,116.4,-1,-1,89,193.5,-1,-1,406.5,308.3,-1,-1,329.9
-1,-1,-1,80.4,86.6,-1,-1,-1,-1,-1,-1,389.3,-1,-1,-1,226.9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,266.1
-1,-1,140.7,125.9,125,-1,-1,119.4,325.6,-1,-1,520.6,413.1,-1,-1,-1
-1,-1,165.6,-1,136.6,-1,-1,120.1,239.6,-1,-1,540,356.3,-1,-1,461.7
-1,-1,172.6,-1,136.6,-1,-1,141.8,229.7,331.8,-1,604.2,417.8,-1,-1,477.6
-1,-1,144.5,-1,111.4,-1,-1,141.1,292,323.2,-1,782.1,481.8,-1,-1,507.7
-1,-1,168.3,-1,109.5,-1,-1,153.8,408.5,325.2,-1,653.3,410.3,-1,220,-1
-1,-1,171,-1,141.7,-1,-1,141.2,366.3,324.7,-1,659.7,426.7,-1,344.7,882.8
-1,-1,171.4,-1,150.8,-1,-1,143.9,332,487.9,-1,-1,596.8,-1,271.8,466.9
-1,-1,204.4,-1,-1,-1,-1,192.7,481.5,636.6,-1,-1,727.8,-1,-1,-1
-1,-1,223.8,-1,144.9,-1,-1,179.3,564.2,580.7,-1,833.7,545.1,-1,320.6,1611.9
-1,-1,212.9,-1,152.5,-1,-1,206.1,650.6,676.9,-1,865.6,666.3,-1,435,948.8
-1,-1,292,-1,172,-1,-1,291,646,799,-1,834,545,-1,431,-1
-1,-1,360,-1,322,-1,-1,312,624,871,-1,886,1561,-1,412,1369
-1,-1,325,-1,223,-1,-1,267,714,824,-1,1864,834,-1,503,951
-1,-1,451,-1,276,-1,-1,406,964,951,-1,1229,939,-1,631,903
-1,-1,394,-1,365,-1,-1,374,844,1219,-1,1683,1132,-1,743,1609
-1,-1,394,-1,385,-1,-1,334,759,-1,-1,1353,1048,-1,651,1791
-1,-1,597,-1,385,-1,-1,-1,-1,1285,-1,1447,1158,-1,-1,-1
-1,-1,494,-1,288,-1,-1,452,1087,1140,-1,1635,1327,-1,159,1365
-1,-1,552,-1,383,-1,-1,463,1038,1488,-1,2647,1342,-1,900,1665
-1,-1,604,-1,495,-1,-1,559,1250,1490,-1,1928,1091,-1,878,1610
-1,-1,759,-1,530,-1,-1,573,1034,1540,-1,1682,1139,1427,851,2497
-1,-1,762,-1,468,-1,-1,519,1106,1330,-1,1635,973,-1,931,2703
-1,-1,-1,583,385,-1,-1,-1,-1,-1,-1,1657,-1,-1,-1,-1
-1,-1,-1,-1,483,-1,-1,664,-1,-1,-1,2031,-1,-1,-1,-1
-1,-1,662,-1,449,-1,-1,-1,1445,1675,-1,3233,1511,-1,-1,1601
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,838,-1,-1,-1,-1,818,2222,2037,-1,-1,1724,-1,-1,-1
-1,-1,1054,-1,559,-1,-1,910,2416,2388,-1,-1,2778,-1,-1,-1
-1,-1,-1,-1,609,-1,-1,1034,-1,-1,-1,3223,-1,-1,-1,-1
-1,-1,1078,-1,715,-1,-1,922,2086,4388,-1,5152,2148,-1,-1,3140
-1,-1,1133,-1,-1,-1,-1,1011,2159,3538,-1,-1,2278,-1,-1,-1
-1,1277,1202,-1,743,-1,-1,1143,-1,-1,-1,-1,3297,-1,-1,4056
-1,2060,1394,-1,1046,-1,-1,1276,-1,-1,-1,-1,3168,-1,-1,4638
-1,1261,1224,1131,1150,-1,-1,1235,4123,3538,-1,-1,4890,-1,-1,4266
-1,1291,-1,1261,1096,-1,-1,1265,4154,4757,-1,-1,4747,-1,-1,4379
-1,1560,1528,1240,-1,1170,-1,-1,-1,-1,-1,-1,3480,-1,-1,4635
-1,1580,1579,-1,1250,-1,-1,1502,4154,-1,-1,-1,4747,-1,-1,4425
-1,-1,113.6,68.7,71.3,58.2,-1,-1,108.4,100.8,121.7,-1,165.8,-1,-1,-1
-1,-1,77.4,85.7,90.5,89.2,-1,-1,80,79.8,92,-1,127.9,-1,-1,-1
-1,-1,79.5,49.8,57.6,51.7,-1,-1,77.7,73.6,86,-1,136.4,-1,-1,-1
-1,-1,-1,60.6,66.5,56.8,-1,-1,-1,-1,99.5,-1,149.3,-1,-1,-1
-1,-1,71.7,51.2,61.2,45.9,-1,-1,70.4,-1,119.5,-1,159.2,-1,-1,-1
-1,-1,73.9,55.8,59.7,50.4,-1,-1,90.6,92.7,87.7,-1,168.6,-1,-1,-1
-1,-1,77.1,67.2,72.2,67.6,-1,-1,113,125.4,136.4,-1,182,-1,-1,-1
-1,-1,-1,-1,-1,73.6,-1,-1,-1,-1,218.3,-1,-1,-1,-1,-1
-1,-1,162.5,-1,-1,174.6,-1,142.6,150,-1,-1,-1,209,-1,-1,-1
-1,-1,98.3,73.5,77.9,72.1,-1,70.3,113.3,-1,121.5,-1,189.8,-1,-1,-1
-1,-1,93.3,76.2,84.3,74.5,-1,72,115.3,-1,168.1,-1,289.9,-1,-1,-1
-1,-1,107.6,111,118.5,101.3,-1,79.5,160.3,-1,167,-1,316.6,-1,-1,-1
-1,-1,103.1,90.8,94.6,96,-1,80.1,158.3,-1,218.6,-1,269.2,-1,-1,-1
-1,-1,123.4,122,125.1,102.9,-1,104,208.3,-1,292.3,-1,350.4,-1,-1,-1
-1,-1,127.1,140.3,144.8,125.8,-1,108.1,298.3,-1,324.7,-1,434.5,-1,-1,-1
-1,108.5,143.1,121.1,128.4,132.3,-1,112.2,228.2,268.1,323.5,517.1,390.2,-1,199.4,-1
-1,121.7,162.5,167.7,134.4,154.8,-1,125.6,217.4,337.8,328.4,532.6,412.7,-1,-1,-1
-1,128.2,138.6,126.9,111.8,123.6,-1,113.6,258.1,307,387.4,615.4,459.9,-1,262.7,-1
-1,125.8,152.2,106.6,95.8,98.4,-1,132.3,363.5,335.1,520.3,607.4,406.4,-1,287.5,-1
-1,120.6,156.5,149.5,133.2,144.9,-1,135.7,350.8,304,476.1,581.6,395.3,-1,323.2,-1
-1,140.3,-1,144.4,138.4,153.4,-1,-1,-1,-1,543.7,-1,-1,-1,291.1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,176.3,-1,157.8,158.3,169,-1,-1,-1,-1,-1,-1,652.5,-1,522.5,-1
-1,-1,258,-1,-1,-1,-1,244,563,739,-1,-1,888,-1,-1,-1
-1,243,314,-1,267,280,-1,264,547,844,973,824,1298,-1,417,-1
-1,251,302,-1,198,229,-1,265,609,795,813,1217,860,-1,417,-1
-1,266,345,-1,216,266,-1,319,904,1043,819,1134,977,-1,728,-1
